date      ,team,rank             ,players
2022-06-27,9   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-06-27,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'hades', 'Spinx']"
2022-06-27,11  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-06-27,12  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-06-27,13  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-06-27,14  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-06-27,15  ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-06-27,16  ,fnatic           ,"['KRIMZ', 'ALEX', 'poizon', 'Peppzor', 'mezii']"
2022-06-27,17  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-06-27,18  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-06-27,19  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'faveN', 'Krimbo']"
2022-06-27,20  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-06-27,21  ,Liquid           ,"['shox', 'nitr0', 'NAF', 'EliGE', 'oSee']"
2022-06-27,22  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-06-27,23  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-06-27,24  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-06-27,25  ,Complexity       ,"['JT', 'floppy', 'Grim', 'junior', 'FaNg']"
2022-06-27,26  ,GODSENT          ,"['HEN1', 'TACO', 'dumau', 'b4rtiN', 'latto']"
2022-06-27,27  ,MIBR             ,"['chelo', 'exit', 'WOOD7', 'Tuurtle', 'JOTA']"
2022-06-27,28  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-06-27,29  ,1WIN             ,"['flamie', 'TRAVIS', 'glowiing', 'fostar', 'deko']"
2022-06-27,30  ,Apeks            ,"['STYKO', 'AcilioN', 'jkaem', 'nawwk', 'chawzyyy']"
2022-07-04,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-07-04,2   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-07-04,3   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-07-04,4   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-07-04,5   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-07-04,6   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-07-04,7   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Plopski', 'phzy']"
2022-07-04,8   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-07-04,9   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-07-04,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'hades', 'Spinx']"
2022-07-04,11  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-07-04,12  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-07-04,13  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-07-04,14  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-07-04,15  ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-07-04,16  ,fnatic           ,"['KRIMZ', 'ALEX', 'poizon', 'Peppzor', 'mezii']"
2022-07-04,17  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-07-04,18  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-07-04,19  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'faveN', 'Krimbo']"
2022-07-04,20  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-07-04,21  ,Liquid           ,"['shox', 'nitr0', 'NAF', 'EliGE', 'oSee']"
2022-07-04,22  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-07-04,23  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-07-04,24  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-07-04,25  ,Complexity       ,"['JT', 'floppy', 'Grim', 'junior', 'FaNg']"
2022-07-04,26  ,GODSENT          ,"['HEN1', 'TACO', 'dumau', 'b4rtiN', 'latto']"
2022-07-04,27  ,MIBR             ,"['chelo', 'exit', 'WOOD7', 'Tuurtle', 'JOTA']"
2022-07-04,28  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-07-04,29  ,1WIN             ,"['flamie', 'TRAVIS', 'glowiing', 'fostar', 'deko']"
2022-07-04,30  ,Apeks            ,"['STYKO', 'AcilioN', 'jkaem', 'nawwk', 'chawzyyy']"
2022-07-11,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-07-11,2   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-07-11,3   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-07-11,4   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-07-11,5   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-07-11,6   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-07-11,7   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Plopski', 'phzy']"
2022-07-11,8   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-07-11,9   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-07-11,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'hades', 'Spinx']"
2022-07-11,11  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-07-11,12  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-07-11,13  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-07-11,14  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-07-11,15  ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-07-11,16  ,fnatic           ,"['KRIMZ', 'ALEX', 'poizon', 'Peppzor', 'mezii']"
2022-07-11,17  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-07-11,18  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-07-11,19  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'faveN', 'Krimbo']"
2022-07-11,20  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-07-11,21  ,Liquid           ,"['shox', 'nitr0', 'NAF', 'EliGE', 'oSee']"
2022-07-11,22  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-07-11,23  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-07-11,24  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-07-11,25  ,Complexity       ,"['JT', 'floppy', 'Grim', 'junior', 'FaNg']"
2022-07-11,26  ,GODSENT          ,"['HEN1', 'TACO', 'dumau', 'b4rtiN', 'latto']"
2022-07-11,27  ,MIBR             ,"['chelo', 'exit', 'WOOD7', 'Tuurtle', 'JOTA']"
2022-07-11,28  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-07-11,29  ,1WIN             ,"['flamie', 'TRAVIS', 'glowiing', 'fostar', 'deko']"
2022-07-11,30  ,Apeks            ,"['STYKO', 'AcilioN', 'jkaem', 'nawwk', 'chawzyyy']"
2022-07-18,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-07-18,2   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-07-18,3   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-07-18,4   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-07-18,5   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-07-18,6   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-07-18,7   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Plopski', 'phzy']"
2022-07-18,8   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-07-18,9   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-07-18,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'hades', 'Spinx']"
2022-07-18,11  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-07-18,12  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-07-18,13  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-07-18,14  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-07-18,15  ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-07-18,16  ,fnatic           ,"['KRIMZ', 'ALEX', 'poizon', 'Peppzor', 'mezii']"
2022-07-18,17  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-07-18,18  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-07-18,19  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'faveN', 'Krimbo']"
2022-07-18,20  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-07-18,21  ,Liquid           ,"['shox', 'nitr0', 'NAF', 'EliGE', 'oSee']"
2022-07-18,22  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-07-18,23  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-07-18,24  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-07-18,25  ,Complexity       ,"['JT', 'floppy', 'Grim', 'junior', 'FaNg']"
2022-07-18,26  ,GODSENT          ,"['HEN1', 'TACO', 'dumau', 'b4rtiN', 'latto']"
2022-07-18,27  ,MIBR             ,"['chelo', 'exit', 'WOOD7', 'Tuurtle', 'JOTA']"
2022-07-18,28  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-07-18,29  ,1WIN             ,"['flamie', 'TRAVIS', 'glowiing', 'fostar', 'deko']"
2022-07-18,30  ,Apeks            ,"['STYKO', 'AcilioN', 'jkaem', 'nawwk', 'chawzyyy']"
2022-07-25,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-07-25,2   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-07-25,3   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-07-25,4   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-07-25,5   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-07-25,6   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-07-25,7   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Plopski', 'phzy']"
2022-07-25,8   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-07-25,9   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-07-25,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'hades', 'Spinx']"
2022-07-25,11  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-07-25,12  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-07-25,13  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-07-25,14  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-07-25,15  ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-07-25,16  ,fnatic           ,"['KRIMZ', 'ALEX', 'poizon', 'Peppzor', 'mezii']"
2022-07-25,17  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-07-25,18  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-07-25,19  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'faveN', 'Krimbo']"
2022-07-25,20  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-07-25,21  ,Liquid           ,"['shox', 'nitr0', 'NAF', 'EliGE', 'oSee']"
2022-07-25,22  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-07-25,23  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-07-25,24  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-07-25,25  ,Complexity       ,"['JT', 'floppy', 'Grim', 'junior', 'FaNg']"
2022-07-25,26  ,GODSENT          ,"['HEN1', 'TACO', 'dumau', 'b4rtiN', 'latto']"
2022-07-25,27  ,MIBR             ,"['chelo', 'exit', 'WOOD7', 'Tuurtle', 'JOTA']"
2022-07-25,28  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-07-25,29  ,1WIN             ,"['flamie', 'TRAVIS', 'glowiing', 'fostar', 'deko']"
2022-07-25,30  ,Apeks            ,"['STYKO', 'AcilioN', 'jkaem', 'nawwk', 'chawzyyy']"
2022-08-01,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-08-01,2   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-08-01,3   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-08-01,4   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-08-01,5   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-08-01,6   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-08-01,7   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Plopski', 'phzy']"
2022-08-01,8   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-08-01,9   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-08-01,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'hades', 'Spinx']"
2022-08-01,11  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-08-01,12  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-08-01,13  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-08-01,14  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-08-01,15  ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-08-01,16  ,fnatic           ,"['KRIMZ', 'ALEX', 'poizon', 'Peppzor', 'mezii']"
2022-08-01,17  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-08-01,18  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-08-01,19  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'faveN', 'Krimbo']"
2022-08-01,20  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-08-01,21  ,Liquid           ,"['shox', 'nitr0', 'NAF', 'EliGE', 'oSee']"
2022-08-01,22  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-08-01,23  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-08-01,24  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-08-01,25  ,Complexity       ,"['JT', 'floppy', 'Grim', 'junior', 'FaNg']"
2022-08-01,26  ,GODSENT          ,"['HEN1', 'TACO', 'dumau', 'b4rtiN', 'latto']"
2022-08-01,27  ,MIBR             ,"['chelo', 'exit', 'WOOD7', 'Tuurtle', 'JOTA']"
2022-08-01,28  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-08-01,29  ,1WIN             ,"['flamie', 'TRAVIS', 'glowiing', 'fostar', 'deko']"
2022-08-01,30  ,Apeks            ,"['STYKO', 'AcilioN', 'jkaem', 'nawwk', 'chawzyyy']"
2022-08-08,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-08-08,2   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-08-08,3   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-08-08,4   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-08-08,5   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-08-08,6   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-08-08,7   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Plopski', 'phzy']"
2022-08-08,8   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-08-08,9   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-08-08,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'hades', 'Spinx']"
2022-08-08,11  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-08-08,12  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-08-08,13  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-08-08,14  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-08-08,15  ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-08-08,16  ,fnatic           ,"['KRIMZ', 'ALEX', 'poizon', 'Peppzor', 'mezii']"
2022-08-08,17  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-08-08,18  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-08-08,19  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'faveN', 'Krimbo']"
2022-08-08,20  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-08-08,21  ,Liquid           ,"['shox', 'nitr0', 'NAF', 'EliGE', 'oSee']"
2022-08-08,22  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-08-08,23  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-08-08,24  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-08-08,25  ,Complexity       ,"['JT', 'floppy', 'Grim', 'junior', 'FaNg']"
2022-08-08,26  ,GODSENT          ,"['HEN1', 'TACO', 'dumau', 'b4rtiN', 'latto']"
2022-08-08,27  ,MIBR             ,"['chelo', 'exit', 'WOOD7', 'Tuurtle', 'JOTA']"
2022-08-08,28  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-08-08,29  ,1WIN             ,"['flamie', 'TRAVIS', 'glowiing', 'fostar', 'deko']"
2022-08-08,30  ,Apeks            ,"['STYKO', 'AcilioN', 'jkaem', 'nawwk', 'chawzyyy']"
2022-08-15,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-08-15,2   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-08-15,3   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-08-15,4   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-08-15,5   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-08-15,6   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-08-15,7   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Plopski', 'phzy']"
2022-08-15,8   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-08-15,9   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-08-15,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'hades', 'Spinx']"
2022-08-15,11  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-08-15,12  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-08-15,13  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-08-15,14  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-08-15,15  ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-08-15,16  ,fnatic           ,"['KRIMZ', 'ALEX', 'poizon', 'Peppzor', 'mezii']"
2022-08-15,17  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-08-15,18  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-08-15,19  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'faveN', 'Krimbo']"
2022-08-15,20  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-08-15,21  ,Liquid           ,"['shox', 'nitr0', 'NAF', 'EliGE', 'oSee']"
2022-08-15,22  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-08-15,23  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-08-15,24  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-08-15,25  ,Complexity       ,"['JT', 'floppy', 'Grim', 'junior', 'FaNg']"
2022-08-15,26  ,GODSENT          ,"['HEN1', 'TACO', 'dumau', 'b4rtiN', 'latto']"
2022-08-15,27  ,MIBR             ,"['chelo', 'exit', 'WOOD7', 'Tuurtle', 'JOTA']"
2022-08-15,28  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-08-15,29  ,1WIN             ,"['flamie', 'TRAVIS', 'glowiing', 'fostar', 'deko']"
2022-08-15,30  ,Apeks            ,"['STYKO', 'AcilioN', 'jkaem', 'nawwk', 'chawzyyy']"
2022-08-22,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-08-22,2   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-08-22,3   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-08-22,4   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-08-22,5   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-08-22,6   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-08-22,7   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Plopski', 'phzy']"
2022-08-22,8   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-08-22,9   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Farlig', 'blameF']"
2022-08-22,10  ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'hades', 'Spinx']"
2022-08-22,11  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-08-22,12  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-08-22,13  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-08-22,14  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-08-22,15  ,MOUZ             ,"['dexter', 'frozen', 'JDC', 'torzsi', 'Bymas']"
2022-08-22,16  ,fnatic           ,"['KRIMZ', 'ALEX', 'poizon', 'Peppzor', 'mezii']"
2022-08-22,17  ,SKADE            ,"['bubble', 'dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']"
2022-08-22,18  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-08-22,19  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'faveN', 'Krimbo']"
2022-08-22,20  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-08-22,21  ,Liquid           ,"['shox', 'nitr0', 'NAF', 'EliGE', 'oSee']"
2022-08-22,22  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
